Elspot Prices in DKK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 31-12-2018;;;;;;;;;;;;;;;;;;
;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
25.05.2017;00 - 01;181,89;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37;181,37
25.05.2017;01 - 02;177,95;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;177,43;178,62;178,62
25.05.2017;02 - 03;176,02;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;175,42;178,62;178,62
25.05.2017;03 - 04;175,12;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15;174,15
25.05.2017;04 - 05;171,62;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73;170,73
25.05.2017;05 - 06;179,89;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;179,29;186,14;186,14
25.05.2017;06 - 07;180,18;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;179,59;344,36;344,36
25.05.2017;07 - 08;186,06;185,54;185,54;185,54;185,54;202,51;185,54;185,54;185,54;185,54;185,54;185,54;185,54;185,54;202,51;298,3;298,3
25.05.2017;08 - 09;193,73;192,39;192,39;192,39;192,39;237,42;192,39;192,39;192,39;192,39;192,39;192,39;192,39;187,7;237,42;298,37;298,37
25.05.2017;09 - 10;193,8;191,94;191,94;191,94;191,94;256,02;191,94;191,94;191,94;191,94;191,94;191,94;191,94;187,33;256,02;315,71;315,71
25.05.2017;10 - 11;192,61;190,45;190,45;190,45;190,45;271,95;190,45;190,45;190,45;190,45;190,45;190,45;190,45;187,18;271,95;320,55;320,55
25.05.2017;11 - 12;194,32;193,65;193,65;193,65;193,65;248,88;193,65;193,65;193,65;193,65;193,65;193,65;193,65;186,96;248,88;348,31;348,31
25.05.2017;12 - 13;188,97;187,25;187,25;187,25;187,25;187,25;187,25;187,25;187,25;187,25;187,25;187,25;187,25;186,21;187,25;351,51;351,51
25.05.2017;13 - 14;175,35;172,15;172,15;172,15;172,15;172,15;161,8;172,15;172,15;172,15;172,15;172,15;172,15;172,15;172,15;347,86;347,86
25.05.2017;14 - 15;173,04;169,09;169,09;169,09;169,09;169,09;167,08;169,09;169,09;169,09;169,09;169,09;169,09;169,09;169,09;324,79;324,79
25.05.2017;15 - 16;170,81;168,5;168,5;168,5;168,5;168,5;148,78;168,5;168,5;168,5;168,5;168,5;168,5;168,5;168,5;303,8;303,8
25.05.2017;16 - 17;176,54;174,75;174,75;174,75;174,75;174,75;157,19;174,75;174,75;174,75;174,75;174,75;174,75;174,75;174,75;303,36;303,36
25.05.2017;17 - 18;191,79;191,35;191,35;191,35;191,35;191,35;201,54;191,35;191,35;191,35;191,35;191,35;191,35;184,57;191,35;304,99;304,99
25.05.2017;18 - 19;195,59;195,44;195,44;195,44;195,44;195,44;222,53;222,53;195,44;195,44;195,44;195,44;195,44;184,72;195,44;374,73;374,73
25.05.2017;19 - 20;196,63;201,84;201,84;201,84;201,84;201,84;201,84;201,84;195,89;195,89;195,89;201,84;201,84;184,13;201,84;374,36;374,36
25.05.2017;20 - 21;195,96;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;184,5;195,81;307;307
25.05.2017;21 - 22;197,08;207,72;207,72;207,72;207,72;207,72;207,72;207,72;195,81;195,81;195,81;207,72;207,72;184,28;207,72;295,84;295,84
25.05.2017;22 - 23;195,96;196,11;196,11;196,11;196,11;196,11;196,11;196,11;196,11;196,11;196,11;196,11;196,11;183,98;196,11;254,53;254,53
25.05.2017;23 - 00;189,19;188,37;188,37;188,37;188,37;188,37;188,37;188,37;188,37;188,37;188,37;188,37;188,37;183,38;188,37;193,88;193,88
26.05.2017;00 - 01;179,27;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12;179,12
26.05.2017;01 - 02;176,82;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;186,12;186,12
26.05.2017;02 - 03;175,25;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;174,73;179,2;179,2
26.05.2017;03 - 04;172,05;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;170,71;179,2;179,2
26.05.2017;04 - 05;176,89;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;176,3;179,27;179,27
26.05.2017;05 - 06;186,57;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;182,99;186,05;186,05;186,05
26.05.2017;06 - 07;198,1;203,61;203,61;203,61;203,61;203,61;203,61;203,61;195,57;195,57;195,57;203,61;203,61;182,62;203,61;394,71;394,71
26.05.2017;07 - 08;209,71;252,8;252,8;252,8;252,8;252,8;282,27;282,27;196,69;196,69;195,5;220,05;220,05;183,51;252,8;967,58;967,58
26.05.2017;08 - 09;214,99;272,15;272,15;272,15;278,17;272,15;285,02;285,02;197,13;197,13;194,68;253,84;253,84;185,52;272,15;334,36;334,36
26.05.2017;09 - 10;214,4;264,93;264,93;264,93;264,93;264,93;271,48;271,48;197,51;197,51;195,57;255,85;255,85;185,82;264,93;355,12;355,12
26.05.2017;10 - 11;209,93;253,02;253,02;253,02;253,02;253,02;253,1;253,1;197,28;197,28;196,02;253,02;253,02;185,45;253,02;353,41;353,41
26.05.2017;11 - 12;204,95;246,17;246,17;246,17;246,17;246,17;246,17;246,17;196,84;196,84;195,42;246,17;246,17;184,48;246,17;361,82;361,82
26.05.2017;12 - 13;200,71;229,65;229,65;229,65;229,65;229,65;229,65;229,65;196,39;196,39;194,08;229,65;229,65;183,66;229,65;364,57;364,57
26.05.2017;13 - 14;199,51;210,75;210,75;210,75;210,75;210,75;210,75;210,75;197,13;197,13;193,71;210,75;210,75;183,59;210,75;356,61;356,61
26.05.2017;14 - 15;197,58;201,82;201,82;201,82;201,82;201,82;201,82;201,82;196,09;196,09;192,82;201,82;201,82;182,99;201,82;336,37;336,37
26.05.2017;15 - 16;197,73;204,87;204,87;204,87;204,87;204,87;204,87;204,87;195,64;195,64;192,44;204,87;204,87;186,12;204,87;299,31;299,31
26.05.2017;16 - 17;198,32;213,06;213,06;213,06;213,06;213,06;213,06;213,06;195,57;195,57;192,22;213,06;213,06;185,6;213,06;288,82;288,82
26.05.2017;17 - 18;204,05;238,51;238,51;238,51;238,51;238,51;257,78;257,78;195,27;195,27;194,9;238,51;238,51;185,67;238,51;285,17;285,17
26.05.2017;18 - 19;209,56;252,65;252,65;252,65;252,65;252,65;289,11;289,11;195,2;195,2;194,6;251,01;251,01;185,82;252,65;305,93;305,93
26.05.2017;19 - 20;205,24;246,77;246,77;246,77;246,77;246,77;312,33;312,33;195,12;195,12;195,12;246,77;246,77;185;246,77;302,88;302,88
26.05.2017;20 - 21;200,04;216,71;216,71;216,71;216,71;216,71;312,18;312,18;195,2;195,2;195,2;216,71;216,71;186,27;216,71;286,06;286,06
26.05.2017;21 - 22;199,59;218,34;218,34;218,34;218,34;218,34;297,6;297,6;195,05;195,05;195,05;218,34;218,34;186,05;218,34;286,51;286,51
26.05.2017;22 - 23;198,62;213,36;213,36;213,36;213,36;213,36;297,37;297,37;195,27;195,27;195,27;213,36;213,36;186,27;213,36;253,99;253,99
26.05.2017;23 - 00;195,94;198,84;198,84;198,84;198,84;198,84;261,95;261,95;194,9;194,9;194,9;198,84;198,84;185,45;198,84;212,61;212,61
27.05.2017;00 - 01;189,92;190,59;190,59;190,59;190,59;190,59;267,24;267,24;190,59;190,59;190,59;190,59;190,59;182,18;190,59;190,59;190,59
27.05.2017;01 - 02;184,04;183,74;183,74;183,74;183,74;183,74;230,92;230,92;183,74;183,74;183,74;183,74;183,74;181,88;183,74;183,74;183,74
27.05.2017;02 - 03;181,43;180,84;180,84;180,84;180,84;180,84;205,4;205,4;180,84;180,84;180,84;180,84;180,84;180,84;180,84;180,84;180,84
27.05.2017;03 - 04;179,2;178,98;178,98;178,98;178,98;178,98;193,49;193,49;178,98;178,98;178,98;178,98;178,98;178,98;178,98;178,98;178,98
27.05.2017;04 - 05;177,49;177,04;177,04;177,04;177,04;177,04;182,92;182,92;177,04;177,04;177,04;177,04;177,04;177,04;177,04;177,04;177,04
27.05.2017;05 - 06;176,45;175,78;175,78;175,78;175,78;175,78;181,58;181,58;175,78;175,78;175,78;175,78;175,78;175,78;175,78;175,78;175,78
27.05.2017;06 - 07;184,41;183,96;183,96;183,96;183,96;183,96;194,23;194,23;183,96;183,96;183,96;183,96;183,96;181,81;183,96;183,96;183,96
27.05.2017;07 - 08;194,38;202,72;202,72;202,72;202,72;202,72;216,86;216,86;193,56;193,56;188,28;202,72;202,72;182,33;202,72;202,72;202,72
27.05.2017;08 - 09;196,91;218,79;218,79;218,79;218,79;218,79;224,22;224,22;194,83;194,83;188,65;216,86;216,86;182,55;218,79;218,79;218,79
27.05.2017;09 - 10;197,51;213,95;213,95;213,95;213,95;232,48;218,49;218,49;195,8;195,8;189,25;213,95;213,95;184,04;232,48;232,48;232,48
27.05.2017;10 - 11;193,86;194,23;194,23;194,23;194,23;221,47;194,23;194,23;194,23;194,23;189,55;194,23;194,23;185,01;221,47;221,47;221,47
27.05.2017;11 - 12;190,21;188,21;188,21;188,21;188,21;286,96;183,74;188,21;188,21;188,21;188,21;188,21;188,21;184,78;286,96;371,72;371,72
27.05.2017;12 - 13;184,04;181,51;181,51;181,51;181,51;222,29;181,51;181,51;181,51;181,51;181,51;181,51;181,51;181,51;222,29;365,25;365,25
27.05.2017;13 - 14;183;180,99;180,99;180,99;180,99;219,24;180,99;180,99;180,99;180,99;180,99;180,99;180,99;180,99;219,24;329,53;329,53
27.05.2017;14 - 15;180,91;179,2;179,2;179,2;179,2;207,55;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;207,55;274,53;274,53
27.05.2017;15 - 16;179,87;177,79;177,79;177,79;177,79;256,08;177,79;177,79;177,79;177,79;177,79;177,79;177,79;177,79;256,08;256,08;256,08
27.05.2017;16 - 17;183,07;180,54;180,54;180,54;180,54;262,92;149,51;180,54;180,54;180,54;180,54;180,54;180,54;180,54;262,92;262,92;262,92
27.05.2017;17 - 18;195,2;195,42;195,42;195,42;195,42;260,62;203,24;195,42;194,38;194,38;190,96;195,42;195,42;183,59;260,62;260,62;260,62
27.05.2017;18 - 19;198,03;210,83;210,83;210,83;210,83;260,76;255,26;255,26;194,83;194,83;191,18;210,83;210,83;183,52;260,76;260,76;260,76
27.05.2017;19 - 20;196,99;210,01;210,01;210,01;210,01;210,01;276,32;276,32;194,75;194,75;190,81;210,01;210,01;183,22;210,01;210,01;210,01
27.05.2017;20 - 21;195,72;202,64;202,64;202,64;202,64;202,64;202,64;202,64;194,38;194,38;190,51;202,64;202,64;183,15;202,64;202,64;202,64
27.05.2017;21 - 22;194,08;195,28;195,28;195,28;195,28;236,5;195,28;195,28;194,38;194,38;189,99;195,28;195,28;182,48;236,5;236,5;236,5
27.05.2017;22 - 23;187,98;188,65;188,65;188,65;188,65;188,65;188,65;188,65;188,65;188,65;188,65;188,65;188,65;182,18;188,65;188,65;188,65
27.05.2017;23 - 00;179,65;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;183,37;183,37
28.05.2017;00 - 01;158,15;158,15;158,15;158,15;158,15;158,15;154,2;158,15;158,15;158,15;158,15;158,15;158,15;158,15;158,15;158,15;158,15
28.05.2017;01 - 02;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67;119,67
28.05.2017;02 - 03;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87;138,87
28.05.2017;03 - 04;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39;123,39
28.05.2017;04 - 05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05;106,05
28.05.2017;05 - 06;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75;73,75
28.05.2017;06 - 07;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87;106,87
28.05.2017;07 - 08;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97;135,97
28.05.2017;08 - 09;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7;141,7
28.05.2017;09 - 10;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83;169,83
28.05.2017;10 - 11;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34;175,34
28.05.2017;11 - 12;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07;174,07
28.05.2017;12 - 13;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46;169,46
28.05.2017;13 - 14;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08;167,08
28.05.2017;14 - 15;160,97;163,06;163,06;163,06;163,06;163,06;75,02;163,06;163,06;163,06;163,06;163,06;163,06;163,06;163,06;163,06;163,06
28.05.2017;15 - 16;160,53;161,72;161,72;161,72;161,72;161,72;75,46;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72
28.05.2017;16 - 17;167,38;167,67;167,67;167,67;167,67;167,67;75,02;167,67;167,67;167,67;167,67;167,67;167,67;167,67;167,67;167,67;167,67
28.05.2017;17 - 18;177,27;177,35;177,35;177,35;177,35;177,35;163,36;177,35;177,35;177,35;177,35;177,35;177,35;177,35;177,35;177,35;177,35
28.05.2017;18 - 19;188,59;189,78;189,78;189,78;189,78;192,98;231,08;217,09;189,78;189,78;188,29;189,78;189,78;183,67;192,98;192,98;192,98
28.05.2017;19 - 20;191,64;192,75;192,75;192,75;192,75;214,11;258,02;258,02;192,75;192,75;188,36;192,75;192,75;183,75;214,11;214,11;214,11
28.05.2017;20 - 21;191,12;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;188,06;193,5;193,5;184,05;193,5;193,5;193,5
28.05.2017;21 - 22;189,85;192,16;192,16;192,16;192,16;192,16;192,16;192,16;192,16;192,16;187,54;192,16;192,16;184,34;192,16;192,16;192,16
28.05.2017;22 - 23;186,58;186,87;186,87;186,87;186,87;186,87;186,87;186,87;186,87;186,87;186,87;186,87;186,87;185,24;186,87;186,87;186,87
28.05.2017;23 - 00;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06;179,06
29.05.2017;00 - 01;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74;165,74
29.05.2017;01 - 02;159,64;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26;159,26
29.05.2017;02 - 03;160,16;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49;159,49
29.05.2017;03 - 04;164,84;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95;163,95
29.05.2017;04 - 05;169,76;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86;168,86
29.05.2017;05 - 06;186,06;184,72;184,72;184,72;184,72;184,72;184,72;184,72;184,72;184,72;184,72;184,72;184,72;182,33;184,72;184,72;184,72
29.05.2017;06 - 07;207,94;252,51;252,51;252,51;252,51;252,51;267,7;267,7;198,11;198,11;198,11;252,51;252,51;195,13;252,51;252,51;252,51
29.05.2017;07 - 08;236,74;310,12;310,12;310,12;310,12;310,12;310,12;310,12;200,42;200,42;190,82;310,12;310,12;182,04;310,12;310,12;310,12
29.05.2017;08 - 09;250,73;320,46;320,46;320,46;320,46;320,46;320,46;320,46;200,34;200,34;190,89;320,46;320,46;183,3;320,46;320,46;320,46
29.05.2017;09 - 10;245,74;317,86;317,86;317,86;317,86;317,86;317,86;317,86;200,49;200,49;192,98;317,86;317,86;182,33;317,86;317,86;317,86
29.05.2017;10 - 11;238,45;311,23;311,23;311,23;311,23;311,23;311,23;311,23;200,49;200,49;193,05;311,23;311,23;181,22;311,23;311,23;311,23
29.05.2017;11 - 12;235,77;307,51;307,51;307,51;307,51;307,51;307,51;307,51;200,12;200,12;191,56;307,51;307,51;181,07;307,51;307,51;307,51
29.05.2017;12 - 13;224,08;289,72;289,72;289,72;289,72;289,72;289,72;289,72;200,2;200,2;193,13;289,72;289,72;180,85;289,72;289,72;289,72
29.05.2017;13 - 14;222,15;285,26;285,26;285,26;285,26;285,26;285,26;285,26;200,34;200,34;191,64;285,26;285,26;180,85;285,26;285,26;285,26
29.05.2017;14 - 15;215,23;264,79;264,79;264,79;264,79;264,79;264,79;264,79;200,2;200,2;190,59;264,79;264,79;180,92;264,79;264,79;264,79
29.05.2017;15 - 16;215,3;270,3;270,3;270,3;270,3;270,3;270,3;270,3;200,05;200,05;189,78;270,3;270,3;180,85;270,3;270,3;270,3
29.05.2017;16 - 17;214,63;275,36;275,36;275,36;275,36;275,36;275,36;275,36;199,6;199,6;190,37;275,36;275,36;180,62;275,36;275,36;275,36
29.05.2017;17 - 18;226,47;306,32;306,32;306,32;306,32;306,32;313,91;313,91;199,15;199,15;188,88;306,32;306,32;180,55;306,32;306,32;306,32
29.05.2017;18 - 19;235,99;320,16;320,16;320,16;320,16;320,16;328,05;328,05;199;199;188,14;320,16;320,16;180,47;320,16;320,16;320,16
29.05.2017;19 - 20;234,95;314,95;314,95;314,95;314,95;314,95;343,46;343,46;198,71;198,71;191,71;314,95;314,95;180,55;314,95;314,95;314,95
29.05.2017;20 - 21;215,01;267,77;267,77;267,77;298,36;267,77;325,67;325,67;198,26;198,26;191,64;267,77;267,77;180,47;267,77;298,36;298,36
29.05.2017;21 - 22;213,29;264,72;264,72;264,72;298,06;264,72;312,72;312,72;197,74;197,74;191,41;264,72;264,72;180,47;264,72;298,06;298,06
29.05.2017;22 - 23;210,84;247,9;247,9;247,9;247,9;247,9;280,79;280,79;196,25;196,25;196,25;247,9;247,9;180,77;247,9;247,9;247,9
29.05.2017;23 - 00;199,3;210,09;210,09;210,09;210,09;210,09;243,29;243,29;195,58;195,58;190,74;210,09;210,09;180,55;210,09;210,09;210,09
30.05.2017;00 - 01;198,23;203;203;203;203;203;203;203;198,38;198,38;198,38;203;203;180,45;203;203;203
30.05.2017;01 - 02;196,45;197,49;197,49;197,49;197,49;197,49;197,49;197,49;197,49;197,49;197,49;197,49;197,49;180,15;197,49;197,49;197,49
30.05.2017;02 - 03;194,96;196,22;196,22;196,22;196,22;196,22;196,22;196,22;196,22;196,22;196,22;196,22;196,22;179,85;196,22;196,22;196,22
30.05.2017;03 - 04;194,74;195,63;195,63;195,63;195,63;195,63;195,63;195,63;195,63;195,63;195,63;195,63;195,63;179,78;195,63;195,63;195,63
30.05.2017;04 - 05;195,41;196,67;196,67;196,67;196,67;196,67;196,67;196,67;196,67;196,67;196,67;196,67;196,67;179,85;196,67;196,67;196,67
30.05.2017;05 - 06;198,9;227,25;227,25;227,25;227,25;227,25;232,91;232,91;198,08;198,08;198,08;227,25;227,25;180,08;227,25;227,25;227,25
30.05.2017;06 - 07;219,74;283,14;283,14;283,14;283,14;283,14;283,14;283,14;200,02;200,02;200,02;283,14;283,14;180,97;283,14;283,14;283,14
30.05.2017;07 - 08;257,61;369,08;369,08;369,08;369,08;369,08;369,08;369,08;201,58;201,58;201,58;369,08;369,08;181,49;369,08;369,08;369,08
30.05.2017;08 - 09;256,57;388,65;388,65;388,65;388,65;388,65;388,65;388,65;203,67;203,67;203,67;388,65;388,65;181,64;388,65;388,65;388,65
30.05.2017;09 - 10;253,08;372,66;372,66;372,66;372,66;372,66;372,66;372,66;203,67;203,67;203,67;372,66;372,66;181,64;372,66;372,66;372,66
30.05.2017;10 - 11;249,58;343,26;343,26;343,26;343,26;368,86;343,26;343,26;203,29;203,29;203,29;343,26;343,26;181,64;368,86;368,86;368,86
30.05.2017;11 - 12;244,89;329,79;329,79;329,79;329,79;372,8;329,79;329,79;202,33;202,33;202,33;329,79;329,79;182,09;372,8;372,8;372,8
30.05.2017;12 - 13;246,08;333,51;333,51;333,51;333,51;429,43;333,51;333,51;203,74;203,74;203,74;333,51;333,51;182,01;429,43;429,43;429,43
30.05.2017;13 - 14;242,58;320,72;320,72;320,72;320,72;372,43;320,72;320,72;203,67;203,67;203,67;320,72;320,72;181,94;372,43;372,43;372,43
30.05.2017;14 - 15;231,12;290,73;290,73;290,73;290,73;290,73;290,73;290,73;203,22;203,22;203,22;290,73;290,73;181,79;290,73;372,28;372,28
30.05.2017;15 - 16;212,45;253,22;253,22;253,22;253,22;253,22;253,22;253,22;200,76;200,76;200,76;253,22;253,22;181,64;253,22;335,23;335,23
30.05.2017;16 - 17;207,46;246,01;246,01;246,01;246,01;246,01;246,01;246,01;200,54;200,54;200,54;246,01;246,01;181,49;246,01;246,01;246,01
30.05.2017;17 - 18;215,65;261,19;261,19;261,19;261,19;261,19;261,19;261,19;200,24;200,24;200,24;261,19;261,19;181,42;261,19;261,19;261,19
30.05.2017;18 - 19;236,18;296,98;296,98;296,98;296,98;296,98;296,98;296,98;200,02;200,02;200,02;296,98;296,98;181,42;296,98;296,98;296,98
30.05.2017;19 - 20;237,15;304,72;304,72;304,72;304,72;304,72;304,72;304,72;199,95;199,95;199,95;304,72;304,72;181,57;304,72;304,72;304,72
30.05.2017;20 - 21;221,3;285,37;285,37;285,37;285,37;285,37;285,37;285,37;199,8;199,8;199,8;285,37;285,37;184,62;285,37;285,37;285,37
30.05.2017;21 - 22;210,29;274,06;274,06;274,06;274,06;274,06;274,06;274,06;199,72;199,72;199,72;274,06;274,06;184,1;274,06;274,06;274,06
30.05.2017;22 - 23;200,76;234,47;234,47;234,47;234,47;234,47;234,47;234,47;199,35;199,35;199,35;234,47;234,47;183,57;234,47;234,47;234,47
30.05.2017;23 - 00;194,29;194,51;194,51;194,51;194,51;194,51;194,51;194,51;194,51;194,51;191,02;194,51;194,51;182,23;194,51;194,51;194,51
31.05.2017;00 - 01;187,93;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17;183,17
31.05.2017;01 - 02;178,86;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59;177,59
31.05.2017;02 - 03;176,55;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28;175,28
31.05.2017;03 - 04;172,31;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99;167,99
31.05.2017;04 - 05;171,27;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62;167,62
31.05.2017;05 - 06;180,49;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41
31.05.2017;06 - 07;200,28;196,79;196,79;196,79;196,79;297,6;196,79;196,79;196,79;196,79;196,79;196,79;196,79;187,63;297,6;297,6;297,6
31.05.2017;07 - 08;239,71;273,64;273,64;273,64;273,64;376,01;204,15;273,64;204,15;204,15;204,15;273,64;273,64;193,51;376,01;376,01;376,01
31.05.2017;08 - 09;249,83;287,11;287,11;287,11;287,11;376,46;204,3;287,11;204,3;204,3;204,3;287,11;287,11;193,44;376,46;376,46;376,46
31.05.2017;09 - 10;223,12;255,11;255,11;255,11;255,11;372,07;200,8;255,11;200,8;200,8;200,8;255,11;255,11;192,84;372,07;372,07;372,07
31.05.2017;10 - 11;210,92;223,79;223,79;223,79;223,79;364,63;199,91;223,79;199,91;199,91;199,91;223,79;223,79;191,88;364,63;364,63;364,63
31.05.2017;11 - 12;208,24;215,01;215,01;215,01;215,01;298,19;198,65;215,01;198,65;198,65;198,65;215,01;215,01;191,43;298,19;298,19;298,19
31.05.2017;12 - 13;205,64;216,05;216,05;216,05;216,05;297,82;196,93;216,05;196,93;196,93;196,93;216,05;216,05;190,68;297,82;297,82;297,82
31.05.2017;13 - 14;202,44;208,39;208,39;208,39;208,39;277,81;196,79;208,39;196,79;196,79;196,79;208,39;208,39;189,49;277,81;277,81;277,81
31.05.2017;14 - 15;198,12;197,31;197,31;197,31;197,31;197,31;195,67;197,31;195,67;195,67;195,67;197,31;197,31;189,12;197,31;243,28;243,28
31.05.2017;15 - 16;195,89;194,63;194,63;194,63;194,63;194,63;192,99;194,63;192,99;192,99;192,99;194,63;194,63;194,63;194,63;236,22;236,22
31.05.2017;16 - 17;195,37;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92
31.05.2017;17 - 18;197,01;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96;193,96
31.05.2017;18 - 19;198,79;197,75;197,75;197,75;197,75;197,75;194,85;197,75;194,85;194,85;194,85;197,75;197,75;197,75;197,75;265,46;265,46
31.05.2017;19 - 20;199,84;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64
31.05.2017;20 - 21;195,82;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92;192,92
31.05.2017;21 - 22;197,98;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93;194,93
31.05.2017;22 - 23;195,15;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18;194,18
31.05.2017;23 - 00;190,54;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01;188,01
01.06.2017;00 - 01;169,03;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45;163,45
01.06.2017;01 - 02;162,03;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94;157,94
01.06.2017;02 - 03;158,46;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55;153,55
